,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Kcnrg,0.01377178,-0.111366532,0.342,0.271,1
ENSMUSG00000138644,0.013790277,-0.610992465,0.114,0.058,1
Akr1b10,0.013794089,-0.612041052,0.196,0.119,1
Wwp2,0.013805235,0.311856385,0.385,0.366,1
Impdh2,0.013813039,-0.303265161,0.251,0.169,1
Pibf1,0.013822697,0.342265138,0.303,0.288,1
Cyp2b10,0.013829074,-0.404566982,0.6,0.504,1
Itm2c,0.013839147,0.166473355,0.377,0.316,1
Fbxl18,0.01384268,0.199818202,0.323,0.291,1
Cnnm4,0.013865071,-0.92168263,0.129,0.066,1
Qki,0.013866989,0.24363929,0.216,0.175,1
Nbr1,0.013880228,-0.298402257,0.288,0.205,1
1810055G02Rik,0.01392905,-1.163883362,0.072,0.028,1
Gm56964,0.013935153,-0.545066598,0.052,0.017,1
Crtc3,0.0139625,-0.45203092,0.412,0.31,1
ENSMUSG00000142177,0.013994233,1.871944902,0.012,0.047,1
Gm15473,0.014004487,-1.491758631,0.025,0.003,1
Acat1,0.014006722,0.142009877,0.323,0.258,1
Tpp2,0.01401613,0.627092672,0.266,0.26,1
Gpatch1,0.014026423,-0.253683057,0.149,0.091,1
Polr1g,0.014052747,0.482039963,0.124,0.083,1
Prg4,0.014058354,-2.193733009,0.05,0.014,1
Ager,0.014062037,-1.23594867,0.104,0.05,1
Fntb,0.014087646,-0.260745926,0.161,0.1,1
Paics,0.014091951,-0.656318781,0.258,0.172,1
Alox15,0.014103794,-0.316142274,0.074,0.033,1
ENSMUSG00000121776,0.014136255,-0.851560717,0.109,0.053,1
Trim29,0.014136765,-1.047712094,0.102,0.047,1
Samm50,0.014144978,-0.726017638,0.208,0.13,1
Crybg3,0.014175583,0.103239678,0.35,0.283,1
Ski,0.014187379,-0.24938131,0.437,0.338,1
Ffar4,0.014221589,0.515266033,0.243,0.252,1
Pcmtd1,0.014231448,0.322363338,0.196,0.155,1
Parp12,0.01427234,-0.593689149,0.159,0.091,1
Arpc1b,0.014298598,0.103800947,0.409,0.355,1
Dynlt1c,0.014324156,-1.975838268,0.055,0.017,1
Ctbp1,0.014326753,0.460527054,0.231,0.188,1
Cep120,0.014340328,-0.621780666,0.3,0.211,1
Tiam1,0.014341741,-0.144675093,0.315,0.244,1
G0s2,0.014373778,-2.867058978,0.042,0.011,1
Tmem134,0.014408869,0.113157006,0.28,0.224,1
Cfap52,0.014412857,-0.169811128,0.471,0.382,1
Wdr45b,0.014445639,1.079133326,0.109,0.172,1
ENSMUSG00000141750,0.014470228,-1.398077528,0.045,0.011,1
Iqca1,0.014473773,0.234189845,0.578,0.546,1
Ndufa5,0.014531075,-0.144336843,0.37,0.28,1
ENSMUSG00000140682,0.014549943,-1.735573216,0.06,0.019,1
D830050J10Rik,0.014552278,-1.508182979,0.055,0.017,1
Crlf1,0.014553292,0.867505447,0.052,0.108,1
Klk11,0.014563919,-0.511712045,0.248,0.163,1
Smg7,0.014570762,0.123069408,0.293,0.233,1
Dydc2,0.014571133,-0.276470455,0.253,0.175,1
Csnk1e,0.014574778,0.12193558,0.531,0.463,1
Mirc35hg,0.014607312,-2.23142106,0.045,0.011,1
Uqcrq,0.014660236,-0.139786568,0.734,0.637,1
Gm42917,0.014667995,-1.90352107,0.055,0.017,1
Serp2,0.014678039,-1.375014642,0.05,0.014,1
Nceh1,0.014681385,-0.290226411,0.377,0.283,1
Srp14,0.014726212,-0.101655725,0.484,0.402,1
Mtrex,0.014727963,0.553321128,0.149,0.13,1
Trak1,0.014752396,0.16906025,0.429,0.385,1
ENSMUSG00000133291,0.014801598,-0.441670926,0.573,0.474,1
Dhcr24,0.014843831,0.485888177,0.226,0.211,1
Ptprn2,0.014855694,0.198117508,0.283,0.241,1
Bach1,0.014889212,0.662985115,0.223,0.235,1
ENSMUSG00000125746,0.01489279,-1.826536103,0.06,0.019,1
Gm16351,0.014900371,-0.659948774,0.136,0.075,1
Nebl,0.014902479,-0.580483489,0.33,0.238,1
Lrp5,0.014942555,-0.716562116,0.112,0.055,1
Golga2,0.014966631,-0.454933836,0.243,0.161,1
2900026A02Rik,0.014973214,0.128706001,0.36,0.319,1
Prkag2,0.01499446,-0.129868299,0.491,0.391,1
Glyr1,0.015018002,-0.38850687,0.387,0.288,1
Gm57265,0.015066219,-1.60184742,0.05,0.014,1
ENSMUSG00000125796,0.015086802,-1.305961221,0.097,0.044,1
Scamp1,0.015087679,0.22538943,0.285,0.238,1
ENSMUSG00000126186,0.015102469,-0.941653601,0.042,0.011,1
Txndc9,0.015114973,0.202068021,0.223,0.18,1
Lca5,0.015116708,-0.258382746,0.382,0.291,1
Sned1,0.015147257,-0.167063523,0.533,0.443,1
Tspan6,0.015156038,1.981538324,0.04,0.08,1
Birc6,0.015175133,0.142822271,0.412,0.368,1
Gclc,0.015185959,0.146330811,0.859,0.831,1
Styk1,0.015194576,1.241982432,0.042,0.094,1
ENSMUSG00000130567,0.015207015,-1.69048954,0.045,0.011,1
9430085M18Rik,0.015213251,-1.899107888,0.045,0.011,1
Otulin,0.015219595,0.351838714,0.181,0.147,1
Ilrun,0.015235912,0.327249397,0.347,0.321,1
Prkd3,0.01524022,-1.888145326,0.045,0.011,1
Gm36862,0.01526923,-2.171855076,0.069,0.036,1
Prkce,0.015271643,0.112665363,0.199,0.15,1
Git1,0.015278802,0.164463801,0.166,0.122,1
Smim6,0.015293549,0.285784973,0.419,0.38,1
Ankrd6,0.015308281,-0.226334551,0.181,0.119,1
Lin37,0.015323931,0.718959543,0.089,0.075,1
Mpg,0.015345545,-1.770050761,0.082,0.036,1
Gtf2h4,0.015349796,-0.488024629,0.094,0.044,1
Czib,0.015363768,0.820724277,0.159,0.158,1
Sema4a,0.015373034,-1.403733445,0.092,0.042,1
Inpp5d,0.015408511,-1.693591263,0.05,0.014,1
Rsph4a,0.015422718,0.283000701,0.355,0.302,1
Il18r1,0.015428117,0.314786565,0.434,0.427,1
Fam76a,0.015441023,-0.416458478,0.323,0.23,1
Plxnc1,0.015449606,-1.51341729,0.077,0.03,1
4732440D04Rik,0.015450134,-0.70527566,0.218,0.141,1
Irf8,0.015468473,-0.984309766,0.169,0.1,1
Gm15396,0.01549871,0.17297322,0.124,0.086,1
Nicol1,0.015510359,-0.16966481,0.429,0.341,1
ENSMUSG00000139762,0.01551902,-1.584131538,0.032,0.006,1
Emp1,0.015530844,-0.152029975,0.442,0.352,1
ENSMUSG00000131388,0.01554216,-0.750597925,0.074,0.03,1
Cyp2f2,0.015555709,0.142155627,0.985,0.986,1
Wsb2,0.015567789,0.594005735,0.206,0.188,1
Dab2,0.015572815,-1.652897884,0.055,0.017,1
Wdr18,0.015588839,-0.748248148,0.124,0.064,1
Tff2,0.015615558,-0.13448838,0.308,0.23,1
Mipep,0.015625793,0.186101475,0.412,0.355,1
Ntmt1,0.015641662,-1.229168904,0.132,0.08,1
Des,0.015646291,-0.784750884,0.084,0.036,1
Ccdc171,0.015651984,0.244804018,0.36,0.332,1
Gnaq,0.015655205,0.190686034,0.521,0.482,1
Chchd7,0.015692854,-0.280551664,0.119,0.066,1
Lrrc10b,0.01572526,0.163832247,0.39,0.349,1
Ppp1r36,0.015729837,-0.374880268,0.395,0.296,1
Dsp,0.015734278,0.212007136,0.538,0.51,1
Mir22hg,0.015738115,0.398693648,0.278,0.255,1
Vps35,0.015760236,-0.602483458,0.221,0.141,1
Apex1,0.015763541,-0.586525527,0.072,0.03,1
Kif13b,0.01578373,0.359404148,0.35,0.355,1
C1qtnf4,0.015785476,-0.948794851,0.117,0.058,1
Chrac1,0.015788125,-0.308705048,0.241,0.163,1
Msh2,0.015841207,-0.649447109,0.132,0.069,1
Gprc5c,0.015842491,-0.240155629,0.313,0.227,1
Rragc,0.015868239,-0.432563593,0.221,0.144,1
Cdiptos,0.015883559,-0.397531055,0.288,0.202,1
Gm56692,0.015890349,-0.854673216,0.037,0.008,1
Cuedc1,0.015915554,-0.204574325,0.392,0.299,1
Crebl2,0.015917684,-1.346987602,0.077,0.03,1
Ablim3,0.015959911,0.802839594,0.189,0.175,1
Glipr1,0.015967859,-0.497459145,0.536,0.465,1
Magoh,0.016001092,-0.191444835,0.315,0.233,1
Aftph,0.016007694,0.286356665,0.407,0.36,1
ENSMUSG00000122191,0.016023748,-0.571450035,0.022,0.003,1
Sdcbp2,0.01602979,-0.190419396,0.278,0.205,1
Gm47547,0.016032408,0.16016582,0.097,0.061,1
Tmtc2,0.01605687,1.131120791,0.248,0.296,1
Arl15,0.016057499,-0.181134756,0.27,0.205,1
Prelid1,0.01605952,-0.291397245,0.377,0.283,1
2810013P06Rik,0.016107685,-0.900964759,0.117,0.058,1
2700054A10Rik,0.016109148,0.180000115,0.377,0.341,1
Myo15a,0.016113396,-1.011297722,0.117,0.058,1
Tsen34,0.016171485,-0.460406959,0.258,0.175,1
Scmh1,0.016174038,-0.26432551,0.295,0.216,1
Elmo1,0.016178897,-1.7905911,0.079,0.033,1
Riok3,0.016178907,0.11184634,0.345,0.294,1
Cdc42se2,0.016207175,0.443577957,0.305,0.283,1
Rpl37,0.016243975,-0.196183712,0.945,0.898,1
Nup153,0.016257227,0.135906682,0.238,0.191,1
Cotl1,0.016261475,0.552827304,0.256,0.288,1
Slc16a7,0.016283725,0.451373175,0.189,0.155,1
Usp37,0.016303004,-0.161570336,0.382,0.296,1
Lncpint,0.016351485,-0.140084382,0.62,0.529,1
Tnfrsf12a,0.016393734,-0.144444001,0.556,0.454,1
Slc16a2,0.01639393,-0.248056879,0.129,0.075,1
Tsr3,0.016416878,-0.323878334,0.127,0.078,1
Lrrc58,0.016446964,0.139193101,0.37,0.319,1
Avpi1,0.016478508,-0.101022031,0.643,0.546,1
Rpl36a,0.016525454,-0.238790576,0.7,0.601,1
Pwwp2b,0.016581356,-0.827390354,0.149,0.083,1
Ak7,0.01659704,-0.243002799,0.794,0.706,1
Lsm6,0.016630016,-0.219684768,0.345,0.255,1
Zdhhc19,0.016660977,-1.511654549,0.087,0.039,1
Dnah5,0.016752383,-0.103250293,0.856,0.781,1
Hnrnpm,0.016791256,0.163346115,0.35,0.299,1
Isyna1,0.016793284,-0.559622432,0.27,0.186,1
Rora,0.016807061,-0.342548486,0.395,0.305,1
Gpx4,0.016813161,-0.17607399,0.757,0.665,1
Nfkb2,0.016834299,0.657568087,0.201,0.18,1
D430036J16Rik,0.0168786,-0.374586292,0.268,0.183,1
Stx3,0.016884573,0.626391331,0.194,0.188,1
2310030G06Rik,0.016891841,-0.903125716,0.169,0.1,1
Gm28294,0.016892609,-0.827423949,0.184,0.111,1
Foxn1,0.016907828,-0.237059564,0.042,0.014,1
Atp5me,0.016910273,-0.242265755,0.705,0.607,1
Gng13,0.016912901,0.762859805,0.104,0.091,1
H2ac6,0.01693202,-0.861704583,0.104,0.05,1
Vezf1,0.016935162,-0.301022465,0.325,0.235,1
Fbxo33,0.017006375,-0.741107655,0.104,0.05,1
ENSMUSG00000135043,0.017027351,2.712543143,0.007,0.036,1
Pum1,0.017028233,-0.132447064,0.479,0.393,1
Mpv17,0.01704836,-0.181970543,0.139,0.083,1
Psmc3,0.017052606,0.142451349,0.39,0.335,1
ENSMUSG00000121482,0.017067973,-0.309251912,0.216,0.141,1
Abtb2,0.017078172,-0.329053631,0.146,0.089,1
Ipo7,0.017096995,0.657599743,0.139,0.114,1
Ndufs3,0.017108895,-0.206561359,0.434,0.338,1
Tsnaxip1,0.017112967,0.306968888,0.3,0.26,1
Adamts2,0.017139464,-2.358388238,0.057,0.019,1
Map3k13,0.017139611,-0.174926764,0.328,0.244,1
Aqp2,0.017144782,-0.801540616,0.052,0.017,1
Gm30786,0.017147806,-1.676006847,0.074,0.03,1
Mybpc3,0.01718871,-3.794723966,0.025,0.003,1
Recql5,0.017192119,0.197462524,0.144,0.102,1
Clk4,0.017241948,-0.760555028,0.203,0.127,1
Mapk3,0.017263989,0.193745692,0.345,0.313,1
Tcf12,0.017264318,-0.195403077,0.496,0.399,1
Erbin,0.017272307,-0.158876462,0.437,0.352,1
Zfp719,0.017281361,-1.390647349,0.084,0.036,1
Gm45837,0.017283948,-0.497932386,0.27,0.194,1
Eml4,0.017286413,-0.741013035,0.231,0.152,1
Fam3c,0.017320753,0.664157414,0.211,0.211,1
Eny2,0.017337137,-0.472006353,0.266,0.183,1
Vwa3a,0.017338672,-0.22219979,0.638,0.54,1
Ggnbp2,0.017355007,0.316691405,0.439,0.404,1
Rtraf,0.017368791,-0.396352359,0.37,0.274,1
Samd4,0.017372247,-0.815168736,0.28,0.197,1
Fnbp1l,0.01737745,-0.44431395,0.203,0.13,1
ENSMUSG00000131651,0.017382524,-2.888371377,0.032,0.006,1
Tspan9,0.01738894,-0.153689007,0.295,0.222,1
Tmem63b,0.017408358,0.449898207,0.263,0.233,1
ENSMUSG00000122345,0.017433054,-2.591515164,0.032,0.006,1
Timm10,0.017508246,1.023627173,0.104,0.097,1
Nfia,0.017513569,0.183988885,0.385,0.327,1
Rsrc2,0.017518675,-0.197173995,0.444,0.349,1
Ier2,0.017544422,-0.498280084,0.501,0.402,1
Gabpb2,0.017569461,-0.253117572,0.196,0.133,1
Iqcd,0.017579482,-0.473104445,0.434,0.335,1
Stkld1,0.017584132,-1.382784911,0.072,0.028,1
Tex14,0.017622633,-0.234328847,0.524,0.424,1
Cby1,0.017631285,-0.527932832,0.154,0.091,1
Rint1,0.017646581,1.134625827,0.06,0.116,1
Kcnk1,0.017653095,-0.603576707,0.166,0.097,1
Matn1,0.01765629,-1.788340623,0.007,0.025,1
Cep135,0.017685365,-0.87279182,0.141,0.078,1
Rgl2,0.017687442,-0.747916491,0.176,0.105,1
Blcap,0.017723457,0.227001954,0.107,0.066,1
Mapk8ip1,0.017838086,-0.758209197,0.166,0.097,1
Atp7a,0.017842112,0.165886237,0.124,0.08,1
Dynlt1f,0.017850819,0.104101333,0.367,0.305,1
Wdr93,0.017855794,-0.383168964,0.253,0.175,1
Gm37988,0.017871488,-0.194533063,0.27,0.194,1
Jak1,0.017937222,0.392740269,0.253,0.227,1
ENSMUSG00000127739,0.018000118,-2.615321349,0.012,0,1
Gm12762,0.018000118,-2.885726011,0.012,0,1
ENSMUSG00000127344,0.018000118,-3.331587386,0.012,0,1
ENSMUSG00000141320,0.018000118,-2.900719309,0.012,0,1
Slc2a13,0.018000118,-2.996559092,0.012,0,1
ENSMUSG00000121439,0.018000118,-2.994909124,0.012,0,1
ENSMUSG00000125045,0.018000118,-2.975276745,0.012,0,1
ENSMUSG00000132685,0.018000118,-4.141058409,0.012,0,1
Gm31218,0.018000118,-3.048924382,0.012,0,1
Gm57436,0.018000118,-3.49591504,0.012,0,1
ENSMUSG00000123390,0.018000118,-3.083586538,0.012,0,1
Gm36372,0.018000118,-2.935417304,0.012,0,1
Itih3,0.018000118,-3.600077244,0.012,0,1
Gm28707,0.018000118,-3.085218463,0.012,0,1
Acot10,0.018000118,-3.318314414,0.012,0,1
Cd40,0.018000118,-2.4019955,0.012,0,1
ENSMUSG00000128495,0.018000118,-2.949186478,0.012,0,1
Gm34470,0.018000118,-2.460221169,0.012,0,1
ENSMUSG00000125733,0.018000118,-2.540143989,0.012,0,1
ENSMUSG00000128583,0.018000118,-2.6687307,0.012,0,1
Fsd1,0.018000118,-2.364590733,0.012,0,1
Gm12446,0.018000118,-2.682052828,0.012,0,1
Gp5,0.018000118,-2.585286991,0.012,0,1
ENSMUSG00000131641,0.018000118,-2.780889692,0.012,0,1
Zfp472,0.018000118,-2.994186116,0.012,0,1
Naalad2,0.018000118,-3.412531426,0.012,0,1
ENSMUSG00000124118,0.018000118,-2.445580538,0.012,0,1
Gm30275,0.018000118,-2.634020252,0.012,0,1
Gm48604,0.018000118,-3.386893668,0.012,0,1
ENSMUSG00000125338,0.018000118,-3.089405195,0.012,0,1
ENSMUSG00000137222,0.018000118,-2.808008079,0.012,0,1
Shank1,0.018000118,-3.014032941,0.012,0,1
ENSMUSG00000127040,0.018000118,-2.543207345,0.012,0,1
Gm10548,0.018000118,-2.673865929,0.012,0,1
St6galnac1,0.018000118,-2.394061282,0.012,0,1
ENSMUSG00000132885,0.018000118,-3.533030543,0.012,0,1
ENSMUSG00000143884,0.018000118,-4.032132161,0.012,0,1
Ap3b2,0.018000118,-2.814670599,0.012,0,1
Gm45040,0.018000118,-3.663196645,0.012,0,1
ENSMUSG00000125125,0.018000118,-3.404182294,0.012,0,1
ENSMUSG00000127624,0.018000118,-3.353597821,0.012,0,1
ENSMUSG00000134383,0.018000118,-2.829969027,0.012,0,1
Il12rb1,0.018000118,-3.13190852,0.012,0,1
Myh7,0.018000118,-2.17734468,0.012,0,1
ENSMUSG00000123743,0.018000118,-2.599252609,0.012,0,1
ENSMUSG00000139037,0.018000118,-2.564548805,0.012,0,1
ENSMUSG00000126898,0.018000118,-2.891277691,0.012,0,1
ENSMUSG00000142882,0.018000118,-2.458846296,0.012,0,1
Slc17a7,0.018000118,-2.629309461,0.012,0,1
Gm57323,0.018000118,-2.878661452,0.012,0,1
Gm7008,0.018000118,-2.971863904,0.012,0,1
Hectd2,0.018000118,-2.352849201,0.012,0,1
Ly6g5b,0.018000118,-2.257332391,0.012,0,1
Adap2,0.018000118,-2.864354667,0.012,0,1
C030037F17Rik,0.018000118,-3.179919453,0.012,0,1
Clvs1,0.018000118,-2.919039565,0.012,0,1
ENSMUSG00000126656,0.018000118,-3.640373515,0.012,0,1
Gm10874,0.018000118,-3.250571164,0.012,0,1
Ggta1,0.018000118,-3.671193057,0.012,0,1
Gm57226,0.018000118,-3.775778826,0.012,0,1
ENSMUSG00000137837,0.018000118,-2.611843384,0.012,0,1
Speer4e1,0.018000118,-2.159401474,0.012,0,1
Gm13703,0.018000118,-2.200737561,0.012,0,1
Gm35993,0.018000118,-2.408388115,0.012,0,1
ENSMUSG00000124505,0.018000118,-2.610529513,0.012,0,1
ENSMUSG00000128866,0.018000118,-2.549889183,0.012,0,1
ENSMUSG00000130710,0.018000118,-3.86102277,0.012,0,1
ENSMUSG00000138674,0.018000118,-2.273505486,0.012,0,1
Slc26a7,0.018000118,-2.938077198,0.012,0,1
ENSMUSG00000129808,0.018000118,-2.628572749,0.012,0,1
ENSMUSG00000131616,0.018000118,-3.872942145,0.012,0,1
ENSMUSG00000134551,0.018000118,-3.44738226,0.012,0,1
Gm4189,0.018000118,-2.709143579,0.012,0,1
Tex52,0.018000118,-2.863275631,0.012,0,1
2900092C05Rik,0.018000118,-3.920308594,0.012,0,1
ENSMUSG00000126334,0.018000118,-2.341439429,0.012,0,1
ENSMUSG00000132652,0.018000118,-3.341943299,0.012,0,1
Gm29152,0.018000118,-2.774082214,0.012,0,1
Themis2,0.018000118,-3.145444851,0.012,0,1
Gm19872,0.018000118,-2.428569705,0.012,0,1
Gm56557,0.018000118,-3.048988386,0.012,0,1
4933406I18Rik,0.018000118,-2.717092165,0.012,0,1
Cyth4,0.018000118,-2.538531997,0.012,0,1
ENSMUSG00000128447,0.018000118,-3.310417812,0.012,0,1
ENSMUSG00000133117,0.018000118,-4.224785438,0.012,0,1
Plcxd3,0.018000118,-2.797541038,0.012,0,1
Sema3g,0.018000118,-2.910967512,0.012,0,1
ENSMUSG00000123038,0.018000118,-3.629290589,0.012,0,1
ENSMUSG00000137881,0.018000118,-2.771356536,0.012,0,1
ENSMUSG00000141785,0.018000118,-2.513297823,0.012,0,1
Gm11948,0.018000118,-2.738179032,0.012,0,1
Mcf2,0.018000118,-3.239755025,0.012,0,1
ENSMUSG00000127269,0.018000118,-2.471254707,0.012,0,1
ENSMUSG00000130707,0.018000118,-3.192236984,0.012,0,1
ENSMUSG00000133313,0.018000118,-2.199344472,0.012,0,1
Fitm1,0.018000118,-3.498590036,0.012,0,1
Gm33033,0.018000118,-3.724142467,0.012,0,1
Gm47431,0.018000118,-3.429231314,0.012,0,1
Ighv1-53,0.018000118,-3.205464826,0.012,0,1
H2ac22,0.018000118,-3.06251867,0.012,0,1
A930006I01Rik,0.018000118,-3.027068113,0.012,0,1
ENSMUSG00000122638,0.018000118,-3.53039084,0.012,0,1
ENSMUSG00000132766,0.018000118,-2.779802456,0.012,0,1
Fgf16,0.018000118,-3.559668345,0.012,0,1
Gm50430,0.018000118,-3.075187104,0.012,0,1
Tbkbp1,0.018000118,-3.440005174,0.012,0,1
ENSMUSG00000079190,0.018000118,-3.132548745,0.012,0,1
ENSMUSG00000124632,0.018000118,-2.545203338,0.012,0,1
ENSMUSG00000124803,0.018000118,-2.943882866,0.012,0,1
ENSMUSG00000122330,0.018000118,-2.598570412,0.012,0,1
ENSMUSG00000126706,0.018000118,-2.796791388,0.012,0,1
ENSMUSG00000129520,0.018000118,-2.403775134,0.012,0,1
ENSMUSG00000125585,0.018000118,-3.01777384,0.012,0,1
ENSMUSG00000129867,0.018000118,-3.775908646,0.012,0,1
ENSMUSG00000132089,0.018000118,-2.832091844,0.012,0,1
Necab3,0.018000118,-3.285812172,0.012,0,1
Gm50062,0.018000118,-2.807456667,0.012,0,1
Zfp930,0.018000118,-3.040880977,0.012,0,1
Gm34921,0.018000118,-3.207095327,0.012,0,1
Xirp2,0.018000118,-2.971275282,0.012,0,1
ENSMUSG00000123358,0.018000118,-3.145282287,0.012,0,1
Gm57328,0.018000118,-2.42577862,0.012,0,1
Onecut2,0.018000118,-2.2758797,0.012,0,1
ENSMUSG00000128118,0.018000118,-2.610157992,0.012,0,1
Myom2,0.018000118,-3.836800153,0.012,0,1
ENSMUSG00000144009,0.018000118,-3.05361541,0.012,0,1
Gm56696,0.018000118,-2.770181617,0.012,0,1
Chic1,0.018000118,-3.555627766,0.012,0,1
ENSMUSG00000129305,0.018000118,-2.794749386,0.012,0,1
Pla2g7,0.018000118,-3.121938117,0.012,0,1
Sult1c2,0.018000118,-3.287650409,0.012,0,1
Gys2,0.018000118,-3.157192656,0.012,0,1
Tmem240,0.018000118,-3.218064213,0.012,0,1
ENSMUSG00000122114,0.018000118,-3.837094173,0.012,0,1
4933406B17Rik,0.018000118,-2.671498351,0.012,0,1
Gm15859,0.018000118,-3.095821233,0.012,0,1
Gm33228,0.018000118,-3.425619286,0.012,0,1
Rab15,0.018000129,1.220386912,0.072,0.133,1
Glra1,0.018001698,-1.070627215,0.084,0.036,1
Zcchc14,0.018007416,-0.688377925,0.228,0.152,1
Klf3,0.018032434,0.260078194,0.37,0.324,1
Arhgap12,0.018044735,0.148557108,0.161,0.122,1
Gm29585,0.018046052,-1.254279874,0.084,0.036,1
Ndufs8,0.018075525,0.157740114,0.328,0.28,1
Dnmbp,0.018077943,-0.52587491,0.179,0.108,1
Gm16124,0.01810754,-1.56210544,0.074,0.03,1
Gm50387,0.018109282,-0.284021141,0.33,0.241,1
C330008A17Rik,0.018120212,-0.383712266,0.146,0.086,1
Acadvl,0.018121186,0.186104769,0.251,0.205,1
Vcf1,0.018141039,-0.153217568,0.345,0.271,1
Gpat3,0.018145333,0.216470769,0.251,0.216,1
Adh1,0.018159172,-0.418235874,0.169,0.102,1
Megf9,0.018166878,1.301166354,0.074,0.116,1
Mgl2,0.018178353,-2.873677273,0.032,0.006,1
ENSMUSG00000137736,0.018180594,-0.957194556,0.151,0.086,1
ENSMUSG00000135158,0.018199911,-0.682608964,0.035,0.008,1
Elf2,0.018209522,0.148585133,0.347,0.294,1
Slc19a2,0.01821466,-1.939344131,0.032,0.006,1
Smarcc2,0.018228527,-0.270692121,0.395,0.299,1
Nrbp1,0.018228838,0.435305724,0.179,0.152,1
ENSMUSG00000135463,0.018266788,-0.260065098,0.084,0.042,1
1700016J18Rik,0.018281394,-0.935960403,0.176,0.116,1
Rps16,0.018293208,-0.116210455,0.923,0.861,1
Akna,0.018324226,-0.799839668,0.127,0.066,1
Suclg1,0.018324586,-0.10335797,0.4,0.31,1
Rnd3,0.018325371,0.411929438,0.313,0.343,1
Slc35e1,0.018327635,0.132107918,0.089,0.053,1
Cdip1,0.018329835,-0.916586666,0.201,0.13,1
Atp8a1,0.018331017,0.374722683,0.37,0.402,1
Farp2,0.018374418,0.429001993,0.129,0.111,1
Snrpb,0.01838289,-0.286558192,0.519,0.418,1
A130051J06Rik,0.018413712,-3.130993455,0.035,0.008,1
Gm41230,0.018423687,-0.984603695,0.134,0.072,1
Plek,0.018432617,-2.013645936,0.052,0.017,1
Dync1h1,0.01843451,0.17544592,0.509,0.454,1
Gm30476,0.018443437,-2.007137551,0.032,0.006,1
Ip6k2,0.018462026,-0.79963164,0.159,0.091,1
Sdhaf2,0.018491073,-0.416679691,0.151,0.089,1
Bmt2,0.018492495,1.059257785,0.109,0.163,1
Eloc,0.018570603,-0.405284242,0.385,0.288,1
Csf3r,0.018584223,-1.805907408,0.025,0.003,1
Slc26a2,0.018599238,0.147998086,0.395,0.346,1
Cnbp,0.018620895,-0.134023575,0.533,0.44,1
Meig1,0.018623979,-0.128830763,0.615,0.515,1
Ccdc124,0.018628516,-0.256794837,0.392,0.299,1
ENSMUSG00000125758,0.018633702,-2.135388561,0.052,0.017,1
Zc3h12a,0.018640352,0.350161977,0.184,0.155,1
Ckmt1,0.018648394,-0.104201759,0.496,0.402,1
Gm26740,0.018666784,-2.093193538,0.032,0.006,1
ENSMUSG00000138611,0.018668835,-0.261380027,0.099,0.053,1
Liat1,0.018672707,-0.158949734,0.821,0.737,1
Xpc,0.018689112,-0.901306869,0.127,0.066,1
Gm56492,0.018697484,-2.240706374,0.032,0.006,1
Macir,0.018704014,-0.457897066,0.196,0.125,1
ENSMUSG00000133033,0.018739881,-2.229115984,0.032,0.006,1
Srsf4,0.018764458,-0.479892381,0.218,0.141,1
Dkc1,0.018768599,-2.577072666,0.042,0.011,1
Nenf,0.018865846,0.271718229,0.603,0.601,1
Khnyn,0.01888726,-0.527921254,0.166,0.1,1
Gm32468,0.018919786,0.196150546,0.062,0.028,1
Hspa4,0.018919969,0.331436845,0.39,0.368,1
Gna11,0.01893277,0.205998393,0.335,0.28,1
Kcnk2,0.018945197,0.928499152,0.139,0.202,1
Ak8,0.01895042,-0.237074109,0.581,0.479,1
Foxn2,0.018962511,-0.628464652,0.129,0.069,1
Psma4,0.019025874,-0.199467872,0.275,0.197,1
Borcs6,0.01906746,-0.969251109,0.057,0.019,1
Gm9898,0.019079308,-2.896974658,0.04,0.014,1
Pigu,0.019085444,0.397666253,0.231,0.219,1
Zfand6,0.019149082,0.213672246,0.357,0.302,1
Slc30a7,0.019164373,1.162482487,0.092,0.097,1
Gtpbp10,0.019220429,-1.377523586,0.099,0.053,1
Usp24,0.019263003,0.50774561,0.216,0.191,1
Cmtm6,0.019305322,0.742143349,0.094,0.072,1
Gpx2,0.019335845,0.179687049,0.665,0.629,1
Sar1a,0.019366993,-0.175749869,0.268,0.191,1
Gm57050,0.019376882,1.0833938,0.124,0.158,1
Mrpl58,0.019385538,0.337609281,0.385,0.338,1
Ccdc22,0.019445543,-1.386995582,0.042,0.011,1
Stk3,0.019470219,-0.197645383,0.33,0.249,1
Pygm,0.019473323,-1.037796128,0.139,0.078,1
Cfap73,0.01950365,-1.140600253,0.122,0.064,1
Trim16,0.019510452,0.238771217,0.295,0.263,1
Snhg6,0.019517081,-0.672179065,0.171,0.102,1
ENSMUSG00000129085,0.019549771,-3.390235247,0.025,0.003,1
Ssh2,0.019557986,0.171795907,0.633,0.612,1
Dmwd,0.019562521,-0.81582543,0.151,0.086,1
Capza2,0.01958767,-0.135493055,0.231,0.163,1
Krt20,0.019600067,-3.306084592,0.025,0.003,1
Il11ra1,0.019603309,-0.210420649,0.231,0.161,1
Apod,0.019720501,-0.285765459,0.174,0.111,1
Ltbp3,0.019742001,0.842538326,0.127,0.119,1
9530068E07Rik,0.019771825,0.223271244,0.293,0.252,1
Gm12786,0.019771857,1.511477028,0.002,0.022,1
